author,text,label
@ranggadwi297,gan semua tokoh nya trusted kan soalnya ulasan wkwkwkwk,positive
@wahyudinurhardianti6911,alhamdulillah dengan adanya konten ini saya lebih mengerti makasih bang,positive
@maulanazhilfa708,bang coba bikin video tentang bandingin hp flagship yang sekarang jadi murah sama hp sekarang yang harganya sama lebih worth it beli yang mana,positive
@novalzero1571,dengan video bang david ini semoga orang indo tidak gampang kepincut dengan hp spek dewa namun harganya jatuh bgt alias murah bgt yang beda dengan harga pasaran,positive
@SaihiriBAYZ,bersyukurlah kalian dibelikan hp yang membuat kalian bahagia walaupun ada sedikit nanggung dari yang kalian pengen hp nya contoh kalian pengen hp ram memory malah dikasih ram memory jika kalian sudah besar kalian akan merasakan jaman kalian pakai hp begini dan jangan lupa bersyukur,positive
@raihanbaihaqi4534,ini membuktikan dengan sogokan yang banyak cokmus bisa balik ke youtube,positive
@rnyrendy9130,saya bisa sih bikin pc ribuan tapi apa daya saya tak mampu membeli gta v dan pubg,neutral
@Afifa_youtube,ini parah nih hp kentang bukan kalengkaleng,negative
@fatimia1000,hahaha jadi ingat pengalaman dulu sempat beli hp di bakul hp batangan di kota saya pas hp saya rusak dulu sempat tergiur beli hp yang designnya bagus kamera depan ada flashnya android tapi boong hehe g boongan juga dan ram dan internal juga gede tapi belum juga sehari dipakai udah curiga terjadi banyak masalah koq banyak restart sendiri baterai bocor ga ada gmsnya banyak aplikasi yang harusnya support di android malah jadi ga support sinyal g tapi koq lemot dan saat diswipe ke sim malah katanya ga dukung g terus uinya alaala android jellybean gitu kamera burik plus internal dan ram gedenya cuma boongan merk dan tipenya kl ga salah m pro atau ultra gitu melihat masalah ini akhirnya sy jual lagi ga layak buat hp harian jadi pelajaran ke depan untuk lebih waspada dan jangan tergiur harga murah dan wajib cek spek juga takutnya kena tipu bisa jadi itu hp kw atau yang refurbish dan secara logika mana mungkin hp android ke atas dan sudah g yang terbilang teknologi baru sudah cepat jadi second atah dijual murah jauh di bawah jutaan pasti ada apanya,negative
@Mithaafdyanita,seneng sih dengan perkembangan jaman skrng banyak hp yang murah kualitas juga bagus dan ok kok jdi orang yang kurang mampu jga bisa beli kebetulan saya juga pake hp murah vivo ys lumayan lah udah mau tahunan nih awet ga mikirin hp yang mahal sih yang penting bisa bermanfaat aja,positive
@TPD125,ketika hdc lebih baik dr hapenya kita jadi tahu kualitas hape tersebut mending advan jutaan jelas speknya,positive
@muhammadramadhan2118,duo ini masih powerfull,positive
@lolhelpman1893,charger hp samsung ane ringan tuh bang padahal resmi apakah ga boleh di pakai,negative
@ferdinand2052,buset itu bumi udah kaya penampungan sampah luar angkasa,negative
@user-mb4hj4wx8s,kabar gembira untuk warga papua,positive
@sinarmudaofficial,mantap bang ini sangat bermanfaat buat para ibu yang awam semangat bikin konten semoga slalu bermanfaat semoga channelnya makin maju bang saya pribadi sangat terinspirasi pada channelnya maju bang,positive
@muhammadirsal4347,jangan salahkan penjual salahkan masyarakat yang kurang teredukasi dan cuma mau murah doang,negative
@arierizkymaulana1582,terimakasih bang david berkat ini saya bisa beli hp yang terbaik buat adik saya,positive
@MHDcorp,wallpapernya mma,neutral
@BlackRoyale,bang kan gw pake vga gtx ti tpi gw klo main apa suka lag jadi mobo rekomendasi lu apa bang,negative
@AkhmadNuzhanKaromi_,makasih kaktutornya sangat mudah dipahami dan bahasanya juga sopandan membantu saya dalam proses belajar merakit pc,positive
@andikapuutraa,pecah ge,negative
@diyyhalq4814,gaya ngomong lu kaya siapa yaah eeeeeeeem yah eeeeeeeem yah kok gw lupa yah tau ah gelap yah,negative
@alihadi95,mantep bang konten edukasi ini,positive
@muhammaddwikireza4421,bang driver vga yang dipakai untuk pengetan video ini apa bang krn spesifikasi komputerku sama persis untuk processor dan vga nya tapi nge lag parah gta v,negative
@Zgtnn,gratis itu bang,positive
@user-rv7mt2xk6e,nah ini bagus nihseringin bang unboxing yang murah murahnya biar semua tau dan tak salah beli,positive
@clouds1875,padahal ge udah paham rakit pc wkwkwk,negative
@toxicofficial2500,saya rindu dark jokes mereka berdua,positive
@RACNFZChannel,bukak game pubgm eh yang nongol minecraft,negative
@destra4488,mantap bang david udah ulaskan ni hp sepertinya ulasan pembeli yang bintang penjual hp itu sendiri klo asli pembeli yang bintang,positive
@isenggamingg,hp ginian bisa nangkap sinyal provider lokal aja sudah lumayan kalau sial banget dapat yang imeinya invalid,negative
@Otsusuki,untuk poin kalo misal cuma sharing doang bayar bulanan patungan untuk sekitar rumah gimana ya kira kira,neutral
@khairulsaleh2639,enggak cuma bung david yang kecele dengan hp yang beginian saya juga untung nya saya di shopee bisa dikembalikan cuma menyita waktu sih,negative
@theferdinand_23,bagus review nya bro sangat edukatif sy salah satu pendukung kere hore soalx pc lama itu masih bs kt gunakan untuk gaming atau editting dengan racikan yang pas biar skalian mengurangi limbah haha,positive
@eunlightemperor6618,waouw kejujuran david teruji di sini tentang membongkar trik hp abal fix pesulap merah dalam diri david disini terbukti dengan hari ini david memakai baju merah yang mengartikan dirinya mendukung marcel dengan bergerak di bidang teknologi dengan melakukan pembongkaran hp abalantusias masyarakat terhadap unboxing dan review jujur halo david disini ternyata berdampak pada kekepoan masyarakat hingga video ini sukses untuk naik menjadi trending umum di indonesia kerenn sekali yang telah dilakukan oleh david gadgetin sang sultan hp indonesia satu ini,positive
@thecooljulian2908,realme c gw pemakaian tahun lebih tombol volume up nya udah bisa jadi jungkatjungkit juga,negative
@febbyananda8893,ya allah kangen bangettt duetnya lucu wkwkkwkw,positive
@udatony7317,proc core i mb msi hm pro memory gb ddr hd tb vga powercolor r gb case enlight flash psu enlight w lcd lg keymouse logitech mk r bang mau nanya donk klo spec begini buat main game gta truck simulator pubg sudah mendukung blom bang,neutral
@nuii23,menit yang berharga,negative
@billyganteng5906,karena aku masih pake andromax dan tadi bang david sempat singgung smartfren dan ditambah review dalamnya fix paling mendekati ke smartfren andromax,positive
@karangbendoalpha,wah rencana mau aku pakai satu desa buat layanan internet murah kan bisa sampai konek device ya agar penduduk desa dapat menikmati internet murah ya perbulan pasti ada iuran buat paketan rb itu pastinya,positive
@petanisatu9298,cak build mini pc dengan mini budget buat home theatre and retro game suwon,neutral
@amiliaayulestari9569,ngakak banget sumpah ama hp nya kagak ada juga kali yang mau beli hp kek gitu salut buat bang david review nya kali ini bukan kaleng,positive
@fitrananda7654,sejuta bisa kebeli samsung a lebih meyakin kan brand nya dri pada ini,positive
@JimiRachman,makasih mas udah ngasih review yang lengkap bisa bantu teman d luar sana agar lebih mengerti,positive
@NAQI8CHANNEL091,david ngeleg nyaa gua mah udh biasa ngelag kaya gitu,negative
@freddyjackmclane2149,ngakak dilempar,negative
@muhammadsabri2682,pas ending nya bang david ketawanya nular satu lagi bang davidlangsung test genshin impact aja bgmana tau bisa smooth fps,positive
@hadyansanjaya6626,mending subsidi ini drpd subsidi mobilmotor listrik yang malah bikin tambah macet perkotaan orang yang nerima subsidi mobilmotor listrik pasti udh punya kendaraan bensin sedangkan kalo ini di subsidi banyak keluarga yang bisa online dan membuat kesempatan pelajar pedesaan belajar hal sama dengan yang di kota,negative
@andyodett,suatu fakta bahwa china menguasai dunia,positive
@dewizheng1417,bulan lalu beli lewat aliexpress udah sampe malah buat ganjalan pintu soalnya spec nya keren banget yang datang barang yang kaya jaman tahun wkwkkwkwkwk,positive
@ferdinandtana,bang gw bisa pesen yang ini,neutral
@invianet,kadang yang bikin prihatin buyer sudah terima barang masih kasih review barang bagussesuai deskripsi dll entah dari mana mereka liatnya kasihan banget masih banyak korban yang gak sadar,negative
@indrabayu4799,orang kaya emang beda kalau barang malah mukin kita jaga baret aja ato panik kalau bang david hantar ke tanah gak masalah bro,negative
@Jeeps212,buat versi peltier juga dong jagat atau mungkin bikin juga pengujian buat bandingin keefektifan cooler kipas vs peltier,neutral
@chiaaachiaoo,dulu gw ada kawan yang jual hp kaya gini jd hp rekondisi gt dia buat kaya baru semua barang di ambil dr luar di jual disini lg dengan harga yang lumayan tokonya di season city,positive
@JC-video297,mungkin elon musk jadi tony stark dunia nyata,neutral
@rei2805,buset bro mouse saya aja lebih mahal daripada ni pcbtw nice effort man,negative
@robisupriyanto4824,saran bang kasih edukasi ke publik umum cara bedain hp baru yang repack an atau hp asli baru dri pabrikan soalnya banyak dj marketplace yang menjual produk hp series lama dengan embel baru masih segel trnyata pas dicek dalamnya udh bobrokan alias hasil repack ganti casing aja,negative
@lutfimardani9856,gangerti gua wkwkwk,negative
@jonhyyespapa,coki mungil banget,negative
@setsuna15ch,selamat merayakan hari penangkapan narkoba,neutral
@hermawanlovers1487,bisa di pake editing bang,neutral
@andreasagp9834,battlefield bisa ga tuh bng,negative
@putragalax666,gw murid nya nanangmrk,negative
@BagusGames,sumpah itu xiaomi yang terakhir gilaa banget sih suka banget gwa desainnya bahkan gwa kalo gatau monitor jg bakal ngira itu jt an bagus parahh haha,positive
@jackahunalaguna217,ada dialog yang terlewatkan saya bantu lae,neutral
@yahyaibrahim9782,bang review pexio clifton itu kursi ada fitur massage nya penasaran gimmick atau beneran buat nyaman thank you,positive
@21CreativeMedia,halo para kaum kere hore,negative
@demsyalexander672,terima kasih kapal api yang membuat bang dapid lebih fokus review hp,positive
@nganumu05,sekarang respek banget sama bng david sering promoin chanel chanel kecil,positive
@Pedjoe_Ang45,wiiih nanangmrk masuk channel gadgeting,positive
@iruly,wkwkw seringsering bikin video ma coki muslim,neutral
@dnsdb,ini klo di desa yang susah sinyal ibarat tanah kering berpuluh tahun trs dtng hujan lebat,negative
@RonyIsnaeni-og5gr,bang davidsetiap review hp tidak prnh bohongkalo jelek ya blng jlkkalo bagus ya blng bagus setiap review hp dikemanain bang hp yang udh direview,positive
@asy-syaahid8853,epic moment,positive
@arifindamanik2762,astaga apakah saya sudah menjadi korban search hp murah juga ntahlah tapi pernah beli hp sungsam tapi tidak sesuai ekspektasi btw channel ini sangat mengedukasi top,positive
@StereotypedMe_,wkwkwkw males ama produk kang tepu makasih infonya,negative
@dwiaryasa,emang bener yang bisa menyatukan mereka cuma org cina,negative
@braddd7342,cara beli dari china gitu gmna sih bang terus ada tax sma ongkir nya kena brpa,neutral
@yudichanel8683,mkasi infonya bang,positive
@divaalfisyahrian6996,respek bet buat editornya,neutral
@bangkemputweru,harga menunjukan kualitas kalo menurut saya bang jd kita harus pintar memilih teliti sblm membeli,positive
@kayo5987,pc gw sedikit lebih decent tapi kok gta v ga playable yak ini make windows apa windows gan,negative
@newbieberkarya6442,gini bang plis jawab seumpama psu watt udah cukup untuk rakitan kita tapi saya udah duluan punya psu watt apakah bisa psu watt untuk racikan pc saya,negative
@letong5922,big rispek buat suhu erwin,neutral
@royal-hx9cz,mantap bawa ionic,positive
@kazuokeihatsu4989,nonton berulang kali tidak bosen,positive
@gilangsaputro8881,gokillll,negative
@laughter7946,awkawkawk kotnyol mantap bangg,positive
@AlexTheChor,setuju di tunggu konten nya,neutral
@massarr3929,gw pake indihome hampir jt per tahun boleh bgt nih starlink biar mkir jg telkom indosat biar bangun gakbleha,neutral
@bayurahardianto514,ini justru yang jeniusmengoptimalkan segala yang ada,positive
@missqueennot8557,kalo saya pilih yang di pegang om sayang sekali udah ga produksi lagi,negative
@sabahuddin7016,assalamualaikum bng klo ada hp ga kepake boleeeeh lah bngmaaf ga sopan,negative
@aristt6934,uuuuuuuy akhirnya nonton mereka lagi hahah,positive
@harolldjenskin1210,cocok buat wifi sekolah dan universitas dan perusahaan pemerintah maupun swasta buat orang biasa harganya mahal banget anying,positive
@user-pv3fk6ix6t,buat di perkotaan tidak terlalu berguna tapi kalo di pelosok atau di tengah hutan belantara sangat sangat membantu sekali,positive
@dms4199,ngga usah di buang jugasombong amat lu,negative
@sorehary9851,orang chinese emang powerfull,positive
@tegarmanis3501,barang aneh bang,negative
@masiooo,wah pas banget ini saya baru beli kipas x n x di tokped juga lagi belinya di oaktree,positive
@tpqquranulhidayah7938,ditunggu rakitan yang lain hehehe request bang video rakitan mini pc yang ada vga nyaaaa yooo,positive
@bruslisetiawan8120,jt banyak hp resmi yang jauh bagusmisal samsung a core seri infinixrealme,positive
@okhyarief8197,saya malah senyum senyum sendiri pas bang david nyeruput tuh kopi suaranya,positive
@ipunkipunksyafruddin9681,alhamdulillah untung saya tidak tergiur dengan harga murah dan diskon besar,positive
@DanzStrezz,bang vga nya bisa pake yang lain gak,neutral
@pieteregialfano2924,sudah bulan pakai xiaomi note pro nemu beberapa masalah yang bener bener menjengkelkan salah satu yang paling menggangu kalau lagi vidcall pakai line atau wa menit vidcall tibatiba ngelag parah banget dan setelah di close dan mulai vidcall lagi bakal tetep masalah yang sama mungkin ada tementemen yang pakai xiaomi note pro mengalami hal yang samamungkin ada cerita berbeda dan mungkin ada yang dapat solusi boleh banget di share,negative
@raffymysterio9749,banh nanti di review main genshin impact rata kanan,neutral
@fiqihhendra526,kenapa ngumpul lagi sih nih dua orang jadi ngakak nonstop ini saya,negative
@mhdamhrt4244,kasihan sih karna pasti yang beli golongan bawahmiskin yang kebelet beli hp mungkin dari tabungannya atau orang tua yang tertipu iming,negative
@amandhaisracahyani5255,siapa yang kesini cuma gara live rekaman dan harga termurah sejagad tiktok,positive
@nkriggg2254,xiaomi pernah keluarin hp decacore beneran bang dan saya pernah punya walau skrg rusak bangkenya msh saya simpen xiaomi redmi pro hape dual kamera pertama xiaomi,neutral
@M_arka_tv,the king of review david gadgetin,neutral
@sciencetechid6890,bang please jawabkalo misal nya masang vga card beda sama ram ya kalo misal nya mobo yang aku beli itu ddrram nya juga harus ddrtapi kalo pada vga card beda ya om mobo ddrbisa pake vga ddr kan om,neutral
@Noeva_GT,video pertama yang aku liat di chanel kudet chanel semangat bang,positive
@zaky5652,dari pada beli ps mending rakit pc,positive
@kikiandi7841,coki di kasi monitor bagus bagus juga ga tau mana merahmana ijo chakzzz,negative
@vanzvlogchannel605,bang alfian ini president republic of kerehore,neutral
@raihanrizqullah1970,gilaa diawal cara megang sama nyimpen processornya wkwkkw,positive
@piatoraya8123,bang review hp tecno pova,neutral
@dreew738,salah pegang processornya nanti merusak sirkuit dalem sama listrik statis aku dejavu,negative
@bayu4696,awal januari saya iseng realisasi referensi dr kudet tech untuk cpu habis rb an sama ongkir monitor lcd bekas rb keyboard mouse bekas di fb rb case bekas pc ku lama hasilnya pubg mobile lag berat pake emulator gatau di video kok lancar gta v normal untuk pc kere horee ga berharap bgt si dipake sampe pertengahan bulan januari psu sakit bukanya gamau beli baru udah maless mending nerusin build pc yang pertama skrg masuk gudang tembus like gw give away serius brooo gw jg sobat miskin lo ahahahaq,negative
@ridwantricks,selama ini hanya pakai kipas biasa,negative
@Joongdunkk,gatau kenapa suka bgt rewatch ini udah kali lebih wkwk seru diliat,positive
@SebelumEsmud,cocok buat yang mau hidup offgrid pake ini plus solar panel kombinasi yang pas buat meminimalisir ketergangtungan sama layanan publik,positive
@tsoft856,temen ada yang beli kek gitu beneran tidak guna tpi yang dia beli waktu itu yang copyan nya poco m pro namanya pcoc m pro,negative
@sigit.tri.3672,iklan kopi berkedok review,negative
@gustinalijawati3235,review yang paling menyiksa,negative
@yantikushar8334,bang pcku klo lgi maen game sering full load gmn donk harus ganti cpu cooler,negative
@ibnurrohman2,kasian ngab orang yang ga tau gimana cara tau hp yang asli pada yang beli begituan ketipu deh,negative
@dansundae7091,nyari hp murah sejuaan ya gak gini juga sayang mending sekenan atau redmi note pro masih ada tu yang jual baru stock lama lebih worth bagus juga renot abang wa udah tahunan masih lanjay,positive
@abdullahj6417,sekitar harian ini iseng buka shopee cari proci mobo dll ternyata memang banyak barang second salle yang memiliki spesifikasi cukup mumpuni untuk menaklukkan game dizaman ini yang tentunya dengan budget bervariasi,positive
@achmadyudha,anjir gw kira lagi nonton mli ternyata channel review monitor wkwkwk,negative
@justicejustice1474,saya tidak suka editannya terlalu berlebihan wkwk padahal coki muslim tak perlu editan berlebihan untuk membuat mereka lucu mereka hanya perlu alat masak dan bahan kurma serta chuaks,positive
@Haria_mukti,bang riview iphone seken,positive
@firmanaikatsu-kiwarriors5233,minum kopi kapal api dulu sebelum unboxing sih hape kw tiruan dari komunis china dengan chipset komunis kw g dari mediatek,negative
@PajarSidik,bang itu kuat buat record video tidak bang,negative
@maikawakami9514,challenge berkedok minta barang ke brand gratis melalui koh edwin,neutral
@WendySimple,setelah melihat video ini j prime kayaknya tidak terlalu buruk,positive
@sangtengkorak1954,apapun kesempatannya tetap kutang dresscodenya joss,positive
@untukwarga7127,selalu unboxing yang keren ya bang sukses terus,positive
@shortvice,akhirnya duo ini lg,neutral
@FakhrulRW,bang mau nanya biasanya kalo beli parts di internet udah ada sekrupnya belom pliss jawab,neutral
@user-ns5uq8yl2z,beli variant grey emang aga pricy sih di k tapi puas banget strap ss huawei cocok banget buat style formal klo buat olahraga ngegym juga akurat banget hasil analisanya daya tahan baterai super badak bisa harian ngecharge x dengan penggunaan seminggu ke fitness center x,positive
@tabah1234,temen ku kemaren beli hp itu juga trus dia nanya sma aku tentang hp nah di keluarin tuh hp hdc itu dan itu gw ngakak sumpah,neutral
@fiftynineteennutnovember7678,pemuda pancasila versi china kl ada religitech ada tidak wiu wiu wiu,negative
@ariesyana,sama kayak bapak gw beli hp gaxaly s pro max ramnya gb rasa mb memori tb tapi download pubg aja gabisa,negative
@ilhamcakrabuana3247,dahulu ada seorang pria yang berkata internet cepat buat apa,neutral
@hiragii05,editor nya ngeri banh,negative
@apa9353,setia nonton walaupun ga beli,positive
@EnreL-,next uji kipas pendingin laptop,neutral
@ghostriots8390,terima kasih banyak bang video nya bermanfaat juga bng gua subcriber,positive
@adambrahmana5593,anjir ama hanyaprocessor gw aja beda an rb,negative
@muhammadsatrio702,seneng nonton tapi gak punya sendiri,negative
@SISINGA,anjir ngintelin siapa lu,negative
@febriansyah.791,pesulap merah sama david gedgetin itu tujuannya sama sama mencerdaskan masyarakat ketika memilih sesuatu cuma bidangnya aja yang berbeda,negative
@pentettewee5846,bang tanpa vga buat pb aja kuat ga,negative
@erikrevangga6024,spill cooler yang sering dipakai review dong bang jr,positive
@num1football289,palingan ram sebenarnya itu gb,negative
@rezasuryaid3360,gamen si,negative
@bruslisetiawan8120,itu bukan android bangpasti udh dioprek aslinya android,neutral
@rohiemhijrah907,yang saya tunggu,positive
@abd.rahman_23,kocak spesifikasi,negative
@kresnajalu,david kematian,neutral
@sacanisme,bagus nih akhirnya wilayah pelosok indonesia bisa merasakan internet yang kencang,positive
@zakysarsa162,saya pake memo fl emng bagus itu kipasnya,positive
@hovandofebriyan8561,bgsad ngakak,positive
@mubarok215,saya pernah seperti saya pikir hp asli itu tapi untungnya bisa di balikkan dari app shopee makasih dah kasih tau gadgetin banyak orang yang kejebak yang penting beli hp mesti ada mereknya supaya ga nyesal,negative
@SaepulHNN,pemerintah harus memanfaatkan nih buat sodara kita di plosok yang kekurangan sinyal internet saat belajar di sekolah,neutral
@project-irase,keren banget ini review nya detail sekali meski barangnya begitu hehe,positive
@dsant3461,maximal untuk berapa device bang coba dong dibuat device dibuat nonton youtube bersamaan apakah tetap lancar,neutral
@qubicdot,emang sekarang banyak hape yang merk nya menjebak dan design nya juga mirip banget dengan yang terkenal seperti bener mau menjebak,negative
@rizkysaputra7977,kasian kalo yang beli bener butuh atau emang lagi kepepet beli untuk anaknya sekolah harga murah tapi hpnya gitu terimakasih kasih untuk konten penuh daging ini,positive
@axenield8796,beli semua di shopee gratis ongkie v,neutral
@Bay_26,ini bisa banget sih buat jadi bisnis di gunung atau puncak yang minim sinyal jadi buat para pendaki bisa tetep connect internet yaaa misal kjam wkwkwk,positive
@mosesputra6838,lanjutkan dongg,positive
@dariussanjaya7890,jadi kepikiran kalo cooling fan ini bisa dijadikan alat penurun demam tidak ya dengan cara dtempel di jidat,negative
@saifalisantoso,keren banget review nya bang starlink bener bener patut di coba di wilayah pedalaman,positive
@TheKuolin,sambil tunggu install sambil ngopi emang jodo konten kali ni sama kapal api gula aren kalo ak bilang itu hp replica dari dulu sdh ada made in chna ada harga ada kwalitas jadi ak ga kaget,positive
@amatirvideos8493,hmmmm tidak yakinn itu rekam gamenya ap software apa,negative
@zelig_,lenovo ideapad intel celeron bisa up ram tidak jadi gb,neutral
@tatsuya4308,real spec nya android ram gb internal gb camera belakang mp kamera depan mp mediatek quad core,positive
@romi3393,kok kek tretan muslim ngomong mu sat,negative
@AuliaRahmanl,x ditonton jam yang lalu x ditonton mei,neutral
@Rindhang,om advan xplay kapan direview,neutral
@bimogushatriastanto,bangke kg g wkwkwkwk,negative
@KentusGaming,lo kayak yang nge react anime,negative
@fikrimaarif5185,trending ini mah wkwk bersatu kembali,positive
@silverground3670,pengen banget rog phone masuk klo di geber x mode rata kanan cooler versi kipas apakah berpengaruh,neutral
@anwark-chinx,untuk kipas hp sy diy pake kipas bekas xcm holder hp harusnya v tapi dikasih vv udah kenceng lah cukup buat dingin hp max pro m,positive
@NoI494,cocok untuk aktivitaskerja yang mobileg bingung sinyal lg,positive
@ucupsalah1990,saya sebagai kurir sangat tidak disarankan untuk belanja di luar aplikasi market place apalagi di tiktok banyak seller nipu,negative
@indra_jd,satelit di atmosphere hmm mungkin ini penyebab pemanasan global wkwkw v,neutral
@alfach.8710,gue kok tidak bosen ya nonton ini wkwkwk asik soalnya,positive
@hanifsalju,laptop jutaan nggak bisa main gta v menangis melihat ini pc memang mantap,positive
@tenguu013official7,tahun masih bisa ngak nih,neutral
@suudusman2570,owe beli ahh cuma sejeti,negative
@muzanbique,k views cocok sekali untuk paman dzulumat yang satu ini,positive
@Proqwp,bang cara pasang fan cm di vga kepler sejenis gt gimana bang,neutral
@davinsaalvatoni4604,power of kutang memang beda,neutral
@zxkrn2983,very low,negative
@user-ck4gk5ft1j,apa gw ludahin dulu wkwkwkwkkwk,negative
@Uptoyouthen,kalo aja harga perbulannya kisaran an atau an terus speednya dikurangin atau disesuaikan gw pasti auto pindah,negative
@RudyArra,wah bisa bawa laptop nih ke kebon sambil jaga taneman kalo pake starlink ini,neutral
@mickaelpj,ngakak,negative
@zx636r3,pesugihan view sejati duet cokmus view melebihi subscriber,positive
@ramosartanatio6893,itu bang david kenapa terkejut gitu yah,negative
@indrasadewa3047,tolong itu team editing di tambah gajinya,neutral
@dewidewi1786,alhamdulillah makasih bang udah buat vid gini bang masi ada harapan buat w lah,positive
@ugame2280,otw nabung,neutral
@gedemahendra9258,ngakak pas liat bag david nyeruput kopi,positive
@projecteleven7807,ngebayangin nanti ada yang versi modem portabel model powerbank yang bisa dibawa kemanamana,neutral
@alsurya4953,bacooooot wkwkwk,negative
@N0tGame,bang mao fanya dong spek kaya gini bisa buat game gak spek core i ghz mobo h ram hdd vga gf menurut abang gmn tuh,negative
@naylatools1902,wooow,negative
@Yutaro1506,kocak seringsering ajakin komika koleb bang wkwk,negative
@adhityaibnumirhand1555,pcribu baju sekolah gwjt whatttt,neutral
@niamyorc,anjir ultah nya sama ama gw lord coki,neutral
@REKSI97,mantap bang saya merasakan terbantu bang karena hidup di kampung susah mencari informasi di dunia elektronik seperti hp dll semangat bagi informasi sukses terus,positive
@davanico6475,tes main geshin impack,negative
@oioioiskinhead4life226,coki dan muslim is back bebehhhh,negative
@anetasitasari3782,kangen mereka satu konten hehe,positive
@hilmanfikri1140,coba usul neh klo lg unboxing casan itu di timbang brobotnya dan hp pun di timbang meskipun tertulis sekian gram masa ke spek yang lain sevegitu detilnya,negative
@treebusettt,internet cepat buat apa,positive
@astreamaximum,sianjeng muslim wkwkwk,negative
@DeaDea-ej7mu,anjir,positive
@antum..,opmkkb dll pun semakin sulit terdeteksi dengan negara mana dengan siapa mrk terhubung,negative
@kiluakilua8809,kosong sperti orang yang suka demo di salah satu tmpat di jkarta cuuaakkk gua suka mksudnya di monas kan uppss,negative
@ghaniwardhana5813,procinya kok ada segelnya pak jer itu gan,negative
@kuroneko1189,wajah wajah v terposting juga akhirnya v,neutral
@Eko_Akr,kalau gw yang dulu pasti juga bakal tergiur dan tertipu buat beli karena dulu gw pake hp java bertahun saat android sudah merajalela jadi kurang tau spek hp android,negative
@suryanaisur9762,mantap ni buat di plosok cuman harga nyh duh buat di kampung mh masih mning bli kuota aja dulh,positive
@asiqnamaroh6145,jadi penasaran sama nasib bts trilyun,negative
@firmansyah3642,udh gila brobrogorv,negative
@hariogb,kami cinta chindo apalagi cici cicinya chkuaks,positive
@darkflamemaster8682,dengan melihat video ini saya semakin yakin kalo tiktok perlu diblokir sementaraselain konten meresahkan banyak seller yang manfaatin jenis barang palsu kyk di videobahkan juga gw pernah coba beli salah satu barang tapi pas sampai packing bener tidak terjagarusak,negative
@rizekyaldianno8064,sering lewat di tik tok shop saya mau ingetin yang lain jangan beli eh di kick langsung rata yang ingetin langsung di kick awoakao,negative
@RKMI_ID,terimakasih telah mengembalikan duet cokmus kemari bang,positive
@riantritiyanuar9237,sangat unexpected sekali ada paman di sini wkwkwkwk,negative
@simplincy,woiiiii parah nih muslim terangan mikir lobang apa,negative
@rensuchannel,akhirnya coki gaming terjadi dan bisa live streaming sambil cuaakkkkkkauu,neutral
@choirin2117,padahal banyak hp jutaan brand jelas yang bagus original kalo di tiktok terjual ribuan yah brrti sdm kita yang anu,negative
@tnbry,editornya ekstra nih ngeditnya,negative
@IpannST777,emang ada speck pc bagus harga k kalo ada beli ae buat ngeyoutube dan edit,positive
@Ronaldo077goatt,starling masukk mampuss tu provider negri terutama telkomtoll sudah mahal lelet gak pernah ada inovasinya,negative
@kaiikoya1981,akhirnya liat mereka bareng lagi goks,neutral
@asalbossenang9365,paman coki kalo jadi monitor akurasi putih gelap akurasi warna gelap tingkat kecerahan nits,neutral
@arranger-beny,jangan lama mainnya ntar meledak,negative
@hilalixb4400,mas hp saya rusak tolong mas kalo ada hp ngnggur bisa mass kasih sayadari dulu sayabliat rivyu nya mass,negative
@apipChanXD,lhatemen gw pake intel core i pake vga nvidia gt,neutral
@Off_gaming777,antara hp yang di review bang david gadgetin ternyata saya bisa beli kopi kapal api nya aja,neutral
@WardhanaAbradheva,lu dapet vga emang rivalnya goku,negative
@buciners,hadir,negative
@kobarhidayat2117,woilah,negative
@bawkstream6125,jadi dari video ini saya msih bisa bersukur krna udh punya pc core i dengan ram gb dual cnl dan gtx ti medium kere hore banget kalo di video ini mah extreme kere hore,positive
@HanaSCatur,untungnya gw tidak pernah minat hp yang di imingi diskon gilaan sekalipun iponekecuali kalau dri toko resminya orisinil mksh bangdi rievew dri sini penjual tidak tanggung jawab bakalan malu kalau msh ada rasa malu dn yang mau beli dan udh beli jd dapat pelajaran dan ilmu,positive
@bintangdilangit3348,klk kita kita yang muda dan melek teknologi mah ngeliat iklan itu hp di marketplace udah tau itu kw masalahnya klk yang ngeliat emak emak bapak bapak yang kurang paham jenis hp spek dkk apalagi mereka males baca taunya cuman nama hpnya sekilas sekilas kasian klk sampe salah beli gara gara review dan judul itu iklan hp,negative
@rizqyjauhary397,wanjir performa leptop jt gw kalah dong sm komputer rebuan udah gile apa ya,negative
@end1n,pecah emang lawakannya duo ini wkwk,negative
@akhmadroyhanfannani318,mengobati kangennya duet ini,positive
@azizsumarlin2523,warga kelapa gading dan pik hidupnya tenang sekali dan koneksinya kuat sekali cuaaakkksssss,positive
@GanizhaAgamDavawi,sebagai salah satu karyawan di perusahaan satelit indonesia starlink sangat mendobrak pasar satelit penyedia harus mampu bersaing atau harus kalah dengan masa depan,positive
@wahidfeb,kalo memang budget nya jt mending beli hp seken zenfone max pro m dan kalo batre nya rusak masih gampang di cari merk rakkipanda vizz xidol,neutral
@indahsoeyoga7483,rakit pc juta bang,positive
@ricoo.6907,om deddy kukira hubungan kita spesial,neutral
@hydrolancer5626,buat yang mau kerja dimana aja nomaden enak banget ini bisa ke daerah bisa kemana taro atap mobil tinggal jalan,positive
