author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@hidayatnasution1620,konten yang bermutu agar buat yang awam soal hp murah gak sampai tertipu terima kasih bang david,positive,yang berkualitas agar buat yang awam soal hp murah gak sampai tertipu terima kasih konten bang david,"['yang', 'berkualitas', 'agar', 'buat', 'yang', 'awam', 'soal', 'hp', 'murah', 'gak', 'sampai', 'tertipu', 'terima', 'kasih', 'konten', 'bang', 'david']","['yang', 'berkualitas', 'agar', 'buat', 'yang', 'awam', 'soal', 'hp', 'murah', 'enggak', 'sampai', 'tertipu', 'terima', 'kasih', 'konten', 'bang', 'david']","['berkualitas', 'awam', 'hp', 'murah', 'tertipu', 'terima', 'kasih', 'konten', 'bang', 'david']",kualitas awam hp murah tipu terima kasih kontan bang david,"['kualitas', 'awam', 'hp', 'murah', 'tipu', 'terima', 'kasih', 'konten', 'bang', 'david']"
@DenWidhianto,dengan edukasi seperti ini diharapkan masyarakat bisa pintar dalam memilih properti jgn asal liat harga murah dan lupakan kualitas lihat kualitasnya dan harganya udh keliatan kalo bingung ya minta bang david review lagi semangat bang david,positive,dengan edukasi seperti ini diharapkan masyarakat bisa pintar dalam memilih properti jgn asal liat harga murah dan lupakan kualitas lihat kualitasnya dan harganya udh keliatan kalo bingung ya minta bang david review lagi semangat bang david,"['dengan', 'edukasi', 'seperti', 'ini', 'diharapkan', 'masyarakat', 'bisa', 'pintar', 'dalam', 'memilih', 'properti', 'jgn', 'asal', 'liat', 'harga', 'murah', 'dan', 'lupakan', 'kualitas', 'lihat', 'kualitasnya', 'dan', 'harganya', 'udh', 'keliatan', 'kalo', 'bingung', 'ya', 'minta', 'bang', 'david', 'review', 'lagi', 'semangat', 'bang', 'david']","['dengan', 'edukasi', 'seperti', 'ini', 'diharapkan', 'masyarakat', 'bisa', 'pintar', 'dalam', 'memilih', 'properti', 'jangan', 'asal', 'lihat', 'harga', 'murah', 'dan', 'lupakan', 'kualitas', 'lihat', 'kualitasnya', 'dan', 'harganya', 'sudah', 'kelihatan', 'kalo', 'bingung', 'ya', 'meminta', 'bang', 'david', 'review', 'lagi', 'semangat', 'bang', 'david']","['edukasi', 'diharapkan', 'masyarakat', 'pintar', 'memilih', 'properti', 'harga', 'murah', 'lupakan', 'kualitas', 'kualitasnya', 'harganya', 'kalo', 'bingung', 'bang', 'david', 'review', 'semangat', 'bang', 'david']",edukasi harap masyarakat pintar pilih properti harga murah lupa kualitas kualitas harga kalau bingung bang david review semangat bang david,"['edukasi', 'harap', 'masyarakat', 'pintar', 'pilih', 'properti', 'harga', 'murah', 'lupa', 'kualitas', 'kualitas', 'harga', 'kalo', 'bingung', 'bang', 'david', 'review', 'semangat', 'bang', 'david']"
@asepnuryadi7970,baru hari udah juta viewers memang paling mantab channel bang david ini udah ngikutin dari tahun dengan subscriber masih dikit sekarang jadi youtuber hebat sukses terus bang david semakin banyak subscriber dan viewersnya,positive,hari udah juta viewer memang paling mantab channel bang david ini udah ngikutin dari tahun dengan subscriber masih dikit baru sekarang jadi youtuber hebat sukses terus bang david semakin banyak subscriber dan viewernya,"['hari', 'udah', 'juta', 'viewer', 'memang', 'paling', 'mantab', 'channel', 'bang', 'david', 'ini', 'udah', 'ngikutin', 'dari', 'tahun', 'dengan', 'subscriber', 'masih', 'dikit', 'baru', 'sekarang', 'jadi', 'youtuber', 'hebat', 'sukses', 'terus', 'bang', 'david', 'semakin', 'banyak', 'subscriber', 'dan', 'viewernya']","['hari', 'sudah', 'juta', 'viewer', 'memang', 'paling', 'mantab', 'channel', 'bang', 'david', 'ini', 'sudah', 'mengikuti', 'dari', 'tahun', 'dengan', 'subscriber', 'masih', 'dikit', 'baru', 'sekarang', 'jadi', 'youtuber', 'hebat', 'sukses', 'terus', 'bang', 'david', 'semakin', 'banyak', 'subscriber', 'dan', 'viewernya']","['juta', 'viewer', 'mantab', 'channel', 'bang', 'david', 'mengikuti', 'subscriber', 'dikit', 'youtuber', 'hebat', 'sukses', 'bang', 'david', 'subscriber', 'viewernya']",juta viewer semantan channel bang david ikut subscriber dikit youtuber hebat sukses bang david subscriber viewernya,"['juta', 'viewer', 'mantab', 'channel', 'bang', 'david', 'ikut', 'subscriber', 'dikit', 'youtuber', 'hebat', 'sukses', 'bang', 'david', 'subscriber', 'viewernya']"
@irfanzizi,ini target pasarnya bukan untuk kota tapi daerah yang susah sinyalpelosok,neutral,ini target pasarnya bukan untuk kota tapi daerah yang susah sinyalpelosok,"['ini', 'target', 'pasarnya', 'bukan', 'untuk', 'kota', 'tapi', 'daerah', 'yang', 'susah', 'sinyalpelosok']","['ini', 'target', 'pasarnya', 'bukan', 'untuk', 'kota', 'tapi', 'daerah', 'yang', 'susah', 'sinyalpelosok']","['target', 'pasarnya', 'kota', 'daerah', 'susah', 'sinyalpelosok']",target pasar kota daerah susah sinyalpelosok,"['target', 'pasar', 'kota', 'daerah', 'susah', 'sinyalpelosok']"
@restu7872,akhirnya di up semoga penonton bisa lebih bijak dan cerdas dalam berbelanja online dan tidak gampang tertipu dengan harga murah,positive,akhirnya di up semoga penonton bisa lebih bijak dan cerdas dalam berbelanja online dan tidak mudah tertipu dengan harga murah,"['akhirnya', 'di', 'up', 'semoga', 'penonton', 'bisa', 'lebih', 'bijak', 'dan', 'cerdas', 'dalam', 'berbelanja', 'online', 'dan', 'tidak', 'mudah', 'tertipu', 'dengan', 'harga', 'murah']","['akhirnya', 'di', 'up', 'semoga', 'penonton', 'bisa', 'lebih', 'bijak', 'dan', 'cerdas', 'dalam', 'berbelanja', 'online', 'dan', 'tidak', 'mudah', 'tertipu', 'dengan', 'harga', 'murah']","['up', 'semoga', 'penonton', 'bijak', 'cerdas', 'berbelanja', 'online', 'mudah', 'tertipu', 'harga', 'murah']",up moga tonton bijak cerdas belanja online mudah tipu harga murah,"['up', 'moga', 'tonton', 'bijak', 'cerdas', 'belanja', 'online', 'mudah', 'tipu', 'harga', 'murah']"
@mukhlishrahman,terimakasih bang edwin sudah mewujudkan mimpi bang coki untuk punya set up pc yang keren sehingga bisa menonton mma dengan nyaman,positive,terima kasih bang edwin sudah mewujudkan mimpi bang coki untuk punya set up pc yang keren sehingga bisa menonton mma dengan nyaman,"['terima', 'kasih', 'bang', 'edwin', 'sudah', 'mewujudkan', 'mimpi', 'bang', 'coki', 'untuk', 'punya', 'set', 'up', 'pc', 'yang', 'keren', 'sehingga', 'bisa', 'menonton', 'mma', 'dengan', 'nyaman']","['terima', 'kasih', 'bang', 'edwin', 'sudah', 'mewujudkan', 'mimpi', 'bang', 'coki', 'untuk', 'punya', 'set', 'up', 'pc', 'yang', 'keren', 'sehingga', 'bisa', 'menonton', 'mma', 'dengan', 'nyaman']","['terima', 'kasih', 'bang', 'edwin', 'mewujudkan', 'mimpi', 'bang', 'coki', 'set', 'up', 'pc', 'keren', 'menonton', 'mma', 'nyaman']",terima kasih bang medu wujud mimpi bang cok set up pc keren tonton mma nyaman,"['terima', 'kasih', 'bang', 'edwin', 'wujud', 'mimpi', 'bang', 'cok', 'set', 'up', 'pc', 'keren', 'tonton', 'mma', 'nyaman']"
@BramRECORDS,biasanya yang menjadi korban target pasarnya ialah masyarakat perkampungan mereka sudah berusaha menabung atau menjual sesuatu untuk bajet jutaan untuk membeli hp dan mereka lah yang paling sering tertipu membeli produk ini korban pada umumnya yang putus sekolah org yang sudah tua memang perlu video ini kita share kasihan mereka yang masih buta teknologi jadi lahan subur para bajingan itu sekali lagi bang terimakasih sudah mereview nya dengan sangat jujur,negative,biasanya yang menjadi korban target pasarnya adalah masyarakat perkampungan mereka sudah berusaha menabung atau menjual sesuatu untuk bajet jutaan untuk membeli hp dan mereka lah yang paling sering tertipu membeli produk ini korban pada umumnya yang putus sekolah org yang sudah tua memang perlu video ini kita share kasihan mereka yang masih buta teknologi jadi lahan pinggiran kota para bajingan itu sekali lagi bang terimakasih sudah mereview nya dengan sangat jujur,"['biasanya', 'yang', 'menjadi', 'korban', 'target', 'pasarnya', 'adalah', 'masyarakat', 'perkampungan', 'mereka', 'sudah', 'berusaha', 'menabung', 'atau', 'menjual', 'sesuatu', 'untuk', 'bajet', 'jutaan', 'untuk', 'membeli', 'hp', 'dan', 'mereka', 'lah', 'yang', 'paling', 'sering', 'tertipu', 'membeli', 'produk', 'ini', 'korban', 'pada', 'umumnya', 'yang', 'putus', 'sekolah', 'org', 'yang', 'sudah', 'tua', 'memang', 'perlu', 'video', 'ini', 'kita', 'share', 'kasihan', 'mereka', 'yang', 'masih', 'buta', 'teknologi', 'jadi', 'lahan', 'pinggiran', 'kota', 'para', 'bajingan', 'itu', 'sekali', 'lagi', 'bang', 'terimakasih', 'sudah', 'mereview', 'nya', 'dengan', 'sangat', 'jujur']","['biasanya', 'yang', 'menjadi', 'korban', 'target', 'pasarnya', 'adalah', 'masyarakat', 'perkampungan', 'mereka', 'sudah', 'berusaha', 'menabung', 'atau', 'menjual', 'sesuatu', 'untuk', 'bajet', 'jutaan', 'untuk', 'membeli', 'hp', 'dan', 'mereka', 'lah', 'yang', 'paling', 'sering', 'tertipu', 'membeli', 'produk', 'ini', 'korban', 'pada', 'umumnya', 'yang', 'putus', 'sekolah', 'orang', 'yang', 'sudah', 'tua', 'memang', 'perlu', 'video', 'ini', 'kita', 'share', 'kasihan', 'mereka', 'yang', 'masih', 'buta', 'teknologi', 'jadi', 'lahan', 'pinggiran', 'kota', 'para', 'bajingan', 'itu', 'sekali', 'lagi', 'bang', 'terimakasih', 'sudah', 'mereview', 'nya', 'dengan', 'sangat', 'jujur']","['korban', 'target', 'pasarnya', 'masyarakat', 'perkampungan', 'berusaha', 'menabung', 'menjual', 'bajet', 'jutaan', 'membeli', 'hp', 'tertipu', 'membeli', 'produk', 'korban', 'putus', 'sekolah', 'tua', 'video', 'share', 'kasihan', 'buta', 'teknologi', 'lahan', 'pinggiran', 'kota', 'bajingan', 'bang', 'terimakasih', 'mereview', 'jujur']",korban target pasar masyarakat kampung usaha tabung jual bajet juta beli hp tipu beli produk korban putus sekolah tua video share kasihan buta teknologi lahan pinggir kota bajing bang terimakasih gemeresik jujur,"['korban', 'target', 'pasar', 'masyarakat', 'kampung', 'usaha', 'tabung', 'jual', 'bajet', 'juta', 'beli', 'hp', 'tipu', 'beli', 'produk', 'korban', 'putus', 'sekolah', 'tua', 'video', 'share', 'kasihan', 'buta', 'teknologi', 'lahan', 'pinggir', 'kota', 'bajing', 'bang', 'terimakasih', 'mereview', 'jujur']"
@wawanpbg,kangen banget liat bang david unboxing hp sebebas ini jadi keinget tahun pas subscribernya masih ribuan unboxing seru banget kayak gini nggak ada segansegannya kalo nggak suka langsung dibilang akhirnya ada momen lagi bisa nonton video kayak gini ngakak sepanjang video,positive,kangen banget liat bang david unboxing hp sebebas ini jadi keinget tahun pas subscribernya masih ribuan unboxing seru banget kayak gini gak ada segansegannya kalo gak suka langsung dibilang akhirnya ada momen lagi bisa nonton video kayak gini ngakak sepanjang video,"['kangen', 'banget', 'liat', 'bang', 'david', 'unboxing', 'hp', 'sebebas', 'ini', 'jadi', 'keinget', 'tahun', 'pas', 'subscribernya', 'masih', 'ribuan', 'unboxing', 'seru', 'banget', 'kayak', 'gini', 'gak', 'ada', 'segansegannya', 'kalo', 'gak', 'suka', 'langsung', 'dibilang', 'akhirnya', 'ada', 'momen', 'lagi', 'bisa', 'nonton', 'video', 'kayak', 'gini', 'ngakak', 'sepanjang', 'video']","['kangen', 'banget', 'lihat', 'bang', 'david', 'unboxing', 'hp', 'sebebas', 'ini', 'jadi', 'teringat', 'tahun', 'pas', 'subscribernya', 'masih', 'ribuan', 'unboxing', 'seru', 'banget', 'kayak', 'begini', 'enggak', 'ada', 'segansegannya', 'kalo', 'enggak', 'suka', 'langsung', 'dibilang', 'akhirnya', 'ada', 'momen', 'lagi', 'bisa', 'menonton', 'video', 'kayak', 'begini', 'mengakak', 'sepanjang', 'video']","['kangen', 'banget', 'bang', 'david', 'unboxing', 'hp', 'sebebas', 'pas', 'subscribernya', 'ribuan', 'unboxing', 'seru', 'banget', 'kayak', 'segansegannya', 'kalo', 'suka', 'dibilang', 'momen', 'menonton', 'video', 'kayak', 'mengakak', 'video']",kangen banget bang david unboxing hp bebas pas subscribernya ribu unboxing seru banget kayak segansegannya kalau suka bilang momen tonton video kayak akak video,"['kangen', 'banget', 'bang', 'david', 'unboxing', 'hp', 'bebas', 'pas', 'subscribernya', 'ribu', 'unboxing', 'seru', 'banget', 'kayak', 'segansegannya', 'kalo', 'suka', 'bilang', 'momen', 'tonton', 'video', 'kayak', 'kakak', 'video']"
@dwisetyonugrohoo,ini modal ribuan bisa main game pc coyyy hla lu beli hp ribuan buat main epep aja masih ngelag v,negative,ini modal ribuan bisa main game pc coyyy hla lu beli hp ribuan buat main epep aja masih ngelag v,"['ini', 'modal', 'ribuan', 'bisa', 'main', 'game', 'pc', 'coyyy', 'hla', 'lu', 'beli', 'hp', 'ribuan', 'buat', 'main', 'epep', 'aja', 'masih', 'ngelag', 'v']","['ini', 'modal', 'ribuan', 'bisa', 'main', 'game', 'pc', 'coy', 'hla', 'lu', 'beli', 'hp', 'ribuan', 'buat', 'main', 'epep', 'saja', 'masih', 'ngelag', 'v']","['modal', 'ribuan', 'main', 'game', 'pc', 'coy', 'hla', 'lu', 'beli', 'hp', 'ribuan', 'main', 'epep', 'ngelag']",modal ribu main game pc coy hla lu beli hp ribu main epep lagu,"['modal', 'ribu', 'main', 'game', 'pc', 'coy', 'hla', 'lu', 'beli', 'hp', 'ribu', 'main', 'epep', 'ngelag']"
@mochammadariqatillah2000an,pertama kalinya saya lihat xiaomi dibikin kw lihat hp kw ini jadi keinget dengan xiaomi redmi desainnya mirip banget sebelumnya iphone dibikin hdc sekarang xiaomi yang dibikin versi hdc tapi bagus lah dengan adanya video ini agar tidak mudah ketipu dengan brand hdc sangat bermanfaat dan juga bang david akhirnya speak up juga tentang hp hdc baik itu dari android maupun apple dan kesimpulan nya bagus jangan pernah beli hp hdc belum tentu hp hdc kualitas nya lebih baik dari hp resmi sukses terus buat bang david dan tim gadgetin,positive,pertama kali saya lihat xiaomi dibikin kw lihat hp kw ini jadi keinget dengan xiaomi redmi desainnya mirip banget sebelumnya iphone dibikin hdc sekarang xiaomi yang dibikin versi hdc tapi bagus lah dengan adanya video ini agar tidak mudah ketipu dengan brand hdc sangat bermanfaat dan juga bang david akhirnya speak up juga tentang hp hdc baik itu dari android maupun apple dan kesimpulannya bagus jangan pernah beli hp hdc belum tentu hp hdc kualitas nya lebih baik dari hp resmi sukses terus buat bang david dan tim gadgetin,"['pertama', 'kali', 'saya', 'lihat', 'xiaomi', 'dibikin', 'kw', 'lihat', 'hp', 'kw', 'ini', 'jadi', 'keinget', 'dengan', 'xiaomi', 'redmi', 'desainnya', 'mirip', 'banget', 'sebelumnya', 'iphone', 'dibikin', 'hdc', 'sekarang', 'xiaomi', 'yang', 'dibikin', 'versi', 'hdc', 'tapi', 'bagus', 'lah', 'dengan', 'adanya', 'video', 'ini', 'agar', 'tidak', 'mudah', 'ketipu', 'dengan', 'brand', 'hdc', 'sangat', 'bermanfaat', 'dan', 'juga', 'bang', 'david', 'akhirnya', 'speak', 'up', 'juga', 'tentang', 'hp', 'hdc', 'baik', 'itu', 'dari', 'android', 'maupun', 'apple', 'dan', 'kesimpulannya', 'bagus', 'jangan', 'pernah', 'beli', 'hp', 'hdc', 'belum', 'tentu', 'hp', 'hdc', 'kualitas', 'nya', 'lebih', 'baik', 'dari', 'hp', 'resmi', 'sukses', 'terus', 'buat', 'bang', 'david', 'dan', 'tim', 'gadgetin']","['pertama', 'kali', 'saya', 'lihat', 'xiaomi', 'dibikin', 'kau', 'lihat', 'hp', 'kau', 'ini', 'jadi', 'teringat', 'dengan', 'xiaomi', 'redmi', 'desainnya', 'mirip', 'banget', 'sebelumnya', 'iphone', 'dibikin', 'hdc', 'sekarang', 'xiaomi', 'yang', 'dibikin', 'versi', 'hdc', 'tapi', 'bagus', 'lah', 'dengan', 'adanya', 'video', 'ini', 'agar', 'tidak', 'mudah', 'tertipu', 'dengan', 'brand', 'hdc', 'sangat', 'bermanfaat', 'dan', 'juga', 'bang', 'david', 'akhirnya', 'speak', 'up', 'juga', 'tentang', 'hp', 'hdc', 'baik', 'itu', 'dari', 'android', 'maupun', 'apple', 'dan', 'kesimpulannya', 'bagus', 'jangan', 'pernah', 'beli', 'hp', 'hdc', 'belum', 'tentu', 'hp', 'hdc', 'kualitas', 'nya', 'lebih', 'baik', 'dari', 'hp', 'resmi', 'sukses', 'terus', 'buat', 'bang', 'david', 'dan', 'tim', 'gadgetin']","['xiaomi', 'dibikin', 'kau', 'hp', 'kau', 'xiaomi', 'redmi', 'desainnya', 'banget', 'iphone', 'dibikin', 'hdc', 'xiaomi', 'dibikin', 'versi', 'hdc', 'bagus', 'video', 'mudah', 'tertipu', 'brand', 'hdc', 'bermanfaat', 'bang', 'david', 'speak', 'up', 'hp', 'hdc', 'android', 'apple', 'kesimpulannya', 'bagus', 'beli', 'hp', 'hdc', 'hp', 'hdc', 'kualitas', 'hp', 'resmi', 'sukses', 'bang', 'david', 'tim', 'gadgetin']",diam bikin kau hp kau diam resmi desain banget iphone bikin hdc diam bikin versi hdc bagus video mudah tipu brand hdc manfaat bang david speak up hp hdc android apple simpul bagus beli hp hdc hp hdc kualitas hp resmi sukses bang david tim garnet,"['xiaomi', 'bikin', 'kau', 'hp', 'kau', 'xiaomi', 'redmi', 'desain', 'banget', 'iphone', 'bikin', 'hdc', 'xiaomi', 'bikin', 'versi', 'hdc', 'bagus', 'video', 'mudah', 'tipu', 'brand', 'hdc', 'manfaat', 'bang', 'david', 'speak', 'up', 'hp', 'hdc', 'android', 'apple', 'simpul', 'bagus', 'beli', 'hp', 'hdc', 'hp', 'hdc', 'kualitas', 'hp', 'resmi', 'sukses', 'bang', 'david', 'tim', 'gadgetin']"
@dodollegitz7027,sedikit pengalaman aja nih buat pasang socket power biasanya gua hubungkan jarum kuningan pake obeng min kalo nyala berarti itu power fan proci kalo posisi mobo udah terpasang buat cek kencang atau kendor tinggal goyang pake tangan untuk fan di video itu jg kalo pasangin kakinya tidak boleh asal puter bisa patah atau jd slek jangan pegang bagian bawa proci waktu mau pasang proci ada jendolan disampingnya cocokin jendolan itu dengan tempat proci yang memiliki rongga buat jendolan sebelum rakit baiknya baca dulu apakah komponen yang kita pakai suport atau tidak dengan komponen lain pasang ram harus kenceng kalau longgar bisa kebakar pengalaman pernah bakar ram pc konsimen ini hanya sekedar pengalaman aja hehe,negative,sedikit pengalaman aja nih buat pasang socket power biasanya gua hubungkan jarum kuningan pake cepat min kalo nyala berarti itu power fan proci kalo posisi mobo udah terpasang buat cek kencang atau kendor tinggal goyang pake tangan untuk fan di video itu jg kalo pasangin kakinya gak boleh asal puter bisa patah atau jd slek jangan pegang bagian bawa proci waktu mau pasang proci ada slot disampingnya cocokin slot itu dengan tempat proci yang memiliki rongga buat slot sebelum rakit sebaiknya baca dulu apakah komponen yang kita pakai suport atau tidak dengan komponen lain pasang ram harus kenceng kalau longgar bisa kebakar pengalaman pernah bakar ram pc konsimen ini cuma sekedar pengalaman aja hehe,"['sedikit', 'pengalaman', 'aja', 'nih', 'buat', 'pasang', 'socket', 'power', 'biasanya', 'gua', 'hubungkan', 'jarum', 'kuningan', 'pake', 'cepat', 'min', 'kalo', 'nyala', 'berarti', 'itu', 'power', 'fan', 'proci', 'kalo', 'posisi', 'mobo', 'udah', 'terpasang', 'buat', 'cek', 'kencang', 'atau', 'kendor', 'tinggal', 'goyang', 'pake', 'tangan', 'untuk', 'fan', 'di', 'video', 'itu', 'jg', 'kalo', 'pasangin', 'kakinya', 'gak', 'boleh', 'asal', 'puter', 'bisa', 'patah', 'atau', 'jd', 'slek', 'jangan', 'pegang', 'bagian', 'bawa', 'proci', 'waktu', 'mau', 'pasang', 'proci', 'ada', 'slot', 'disampingnya', 'cocokin', 'slot', 'itu', 'dengan', 'tempat', 'proci', 'yang', 'memiliki', 'rongga', 'buat', 'slot', 'sebelum', 'rakit', 'sebaiknya', 'baca', 'dulu', 'apakah', 'komponen', 'yang', 'kita', 'pakai', 'suport', 'atau', 'tidak', 'dengan', 'komponen', 'lain', 'pasang', 'ram', 'harus', 'kenceng', 'kalau', 'longgar', 'bisa', 'kebakar', 'pengalaman', 'pernah', 'bakar', 'ram', 'pc', 'konsimen', 'ini', 'cuma', 'sekedar', 'pengalaman', 'aja', 'hehe']","['sedikit', 'pengalaman', 'saja', 'nih', 'buat', 'pasang', 'socket', 'power', 'biasanya', 'gua', 'hubungkan', 'jarum', 'kuningan', 'pakai', 'cepat', 'min', 'kalo', 'nyala', 'berarti', 'itu', 'power', 'fan', 'proci', 'kalo', 'posisi', 'mobo', 'sudah', 'terpasang', 'buat', 'cek', 'kencang', 'atau', 'kendor', 'tinggal', 'goyang', 'pakai', 'tangan', 'untuk', 'fan', 'di', 'video', 'itu', 'juga', 'kalo', 'pasangin', 'kakinya', 'enggak', 'boleh', 'asal', 'puter', 'bisa', 'patah', 'atau', 'jadi', 'slek', 'jangan', 'pegang', 'bagian', 'bawa', 'proci', 'waktu', 'mau', 'pasang', 'proci', 'ada', 'slot', 'disampingnya', 'cocokin', 'slot', 'itu', 'dengan', 'tempat', 'proci', 'yang', 'memiliki', 'rongga', 'buat', 'slot', 'sebelum', 'rakit', 'sebaiknya', 'baca', 'dulu', 'apakah', 'komponen', 'yang', 'kita', 'pakai', 'suport', 'atau', 'tidak', 'dengan', 'komponen', 'lain', 'pasang', 'ram', 'harus', 'kencang', 'kalau', 'longgar', 'bisa', 'kebakar', 'pengalaman', 'pernah', 'bakar', 'ram', 'pc', 'konsimen', 'ini', 'cuma', 'sekedar', 'pengalaman', 'saja', 'hehe']","['pengalaman', 'nih', 'pasang', 'socket', 'power', 'gua', 'hubungkan', 'jarum', 'kuningan', 'pakai', 'cepat', 'min', 'kalo', 'nyala', 'power', 'fan', 'proci', 'kalo', 'posisi', 'mobo', 'terpasang', 'cek', 'kencang', 'kendor', 'tinggal', 'goyang', 'pakai', 'tangan', 'fan', 'video', 'kalo', 'pasangin', 'kakinya', 'puter', 'patah', 'slek', 'pegang', 'bawa', 'proci', 'pasang', 'proci', 'slot', 'disampingnya', 'cocokin', 'slot', 'proci', 'memiliki', 'rongga', 'slot', 'rakit', 'baca', 'komponen', 'pakai', 'suport', 'komponen', 'pasang', 'ram', 'kencang', 'longgar', 'kebakar', 'pengalaman', 'bakar', 'ram', 'pc', 'konsimen', 'sekedar', 'pengalaman', 'hehe']",alam ini pasang socket power gue hubung jarum kuningan pakai cepat min kalau nyala power fan poci kalau posisi memo pasang cek kencang kendor tinggal goyang pakai tangan fan video kalau pasang kaki puter patah slek pegang bawa poci pasang poci slot samping cocok slot poci milik rongga slot rakit baca komponen pakai suport komponen pasang ram kencang longgar bakar alam bakar ram pc konsimen dar alam hehe,"['alam', 'nih', 'pasang', 'socket', 'power', 'gua', 'hubung', 'jarum', 'kuningan', 'pakai', 'cepat', 'min', 'kalo', 'nyala', 'power', 'fan', 'proci', 'kalo', 'posisi', 'mobo', 'pasang', 'cek', 'kencang', 'kendor', 'tinggal', 'goyang', 'pakai', 'tangan', 'fan', 'video', 'kalo', 'pasangin', 'kaki', 'puter', 'patah', 'slek', 'pegang', 'bawa', 'proci', 'pasang', 'proci', 'slot', 'samping', 'cocokin', 'slot', 'proci', 'milik', 'rongga', 'slot', 'rakit', 'baca', 'komponen', 'pakai', 'suport', 'komponen', 'pasang', 'ram', 'kencang', 'longgar', 'bakar', 'alam', 'bakar', 'ram', 'pc', 'konsimen', 'dar', 'alam', 'hehe']"
@bimacahya5846,yang saya pikir walah murah bngt rb doang otw beli slurd pas sadar sy lupa kalo monitor keyboard mouse segala macem blom ada,negative,yang saya pikir harganya murah tapi bagus jangan beli sembarangan pas sadar saya lupa kalo monitor keyboard mouse semuanya bagus,"['yang', 'saya', 'pikir', 'harganya', 'murah', 'tapi', 'bagus', 'jangan', 'beli', 'sembarangan', 'pas', 'sadar', 'saya', 'lupa', 'kalo', 'monitor', 'keyboard', 'mouse', 'semuanya', 'bagus']","['yang', 'saya', 'pikir', 'harganya', 'murah', 'tapi', 'bagus', 'jangan', 'beli', 'sembarangan', 'pas', 'sadar', 'saya', 'lupa', 'kalo', 'monitor', 'keyboard', 'mouse', 'semuanya', 'bagus']","['pikir', 'harganya', 'murah', 'bagus', 'beli', 'sembarangan', 'pas', 'sadar', 'lupa', 'kalo', 'monitor', 'keyboard', 'mouse', 'bagus']",pikir harga murah bagus beli sembarang pas sadar lupa kalau monitor yard metode bagus,"['pikir', 'harga', 'murah', 'bagus', 'beli', 'sembarang', 'pas', 'sadar', 'lupa', 'kalo', 'monitor', 'keyboard', 'mouse', 'bagus']"
@luckk3471,video yang sangat menunjukkan betapa powerful nya orang chinese,positive,video yang sangat menunjukkan betapa kuatnya orang cina,"['video', 'yang', 'sangat', 'menunjukkan', 'betapa', 'kuatnya', 'orang', 'cina']","['video', 'yang', 'sangat', 'menunjukkan', 'betapa', 'kuatnya', 'orang', 'cina']","['video', 'betapa', 'kuatnya', 'cina']",video betapa kuat cina,"['video', 'betapa', 'kuat', 'cina']"
@dirgarivaldiyanto,casing belum termasuk gw make kardus,negative,casing belum termasuk gw buat kardus,"['casing', 'belum', 'termasuk', 'gw', 'buat', 'kardus']","['casing', 'belum', 'termasuk', 'gue', 'buat', 'kardus']","['casing', 'gue', 'kardus']",casing gue kardus,"['casing', 'gue', 'kardus']"
@reinandra,gwmana mungkin ribu kudet techmungkin banget,negative,gwmana mungkin ribu kudet techmungkin banget,"['gwmana', 'mungkin', 'ribu', 'kudet', 'techmungkin', 'banget']","['gwmana', 'mungkin', 'ribu', 'kudet', 'techmungkin', 'banget']","['gwmana', 'ribu', 'kudet', 'techmungkin', 'banget']",gwmana ribu kudet temungkul banget,"['gwmana', 'ribu', 'kudet', 'techmungkin', 'banget']"
