author,like_count,text,Sentiment
@RaisaAqillaaa,0,udah ada rencana mau nonton bareng temenkuu semoga aku kuat nontonya soalnya liat trailernya serem bangett,netral
@iniren4u,0,aku masukin wishlist film to watch,positif
@cetrin2726,0,nicee,positif
@AfkarMalik17,0,pasti seru poll,positif
@littalitia,0,excited bgtttt nonton inii,positif
@rezaash,0,penasaran banget dah,positif
@AlveraLeeany,0,udaaah siap banget nonton film sekeren ini,positif
@chianazoya,0,ga sabar banget nungguinnya,positif
@melatiputri24,0,emang boleh se serem ini,netral
@gusnitakurnianingsih1692,0,penasaran banget pengen nonton keliahatan nya seru tapi serem banget,positif
@niko8066,0,pokoknya aku mau nonton bareng pacar nihh,positif
@Mizianabella11,0,pasti seru bgt sih ini denger berdasarkan kisah nyata bner ga si,positif
@Bymarimba974,0,bakal seru bangett ini mah,positif
@cahyaningvascaliatondang1673,0,penasaran sama tingkat keseremannya,positif
@putriandini24,0,yakali gak nontonnnn,positif
@rikomuhammad08,0,yuk bisa yuk nonton,positif
@Adeevadianakamila,0,ga sabar bgt mau nonton walaupun agak takut juga sih,positif
@dheatuh,0,beneran kisah nyataa dong gak kebayang serwmnya gimana,netral
@sharonclaudia_,0,kalo nonton ini sendiri kira bakal kuat ga yaa takut serem bangett,netral
@RheaMeesha,0,duh takut mau nontonnya tapi penasaran,netral
@putrizahra23,0,horror fav tahun ini,positif
@birgitatondang4095,0,cuma nonton ini doang udh bikin merinding,negatif
@Utaribudiantii,0,udah siap banget nontonnn,positif
@aripiswanto1314,0,detik ke kelipun boten di sensor bos soale julukan kota serang kan kota santri,netral
@havidman,0,sudah nonton filmnya bagus yang bikin aneh tinggal di kost gede tp penghuninya cuma orang bisanya tu cewek jatuh cinta sama pocong tapi cukup seru dari awal sampe akhir sih,positif
@nayyakali,0,ini si bener bikin penasaran,positif
@TyrionLannisdut,0,sudah denger ini film bagus tp selalu skeptis sama film indo yang dibilang bagus ternyata bagussss benerannn ini film yang indonesia bgt sederhana kucel kumuh jujur enggak ngikut film luar sudah lama gak lihat yang seperti ini style seperti ini yang harus dipertahankan di film indo bukannya ngikut style hollywoodkorea tp malah fail pokoknya suka bgt sama style film indo yang macam ini keren banget harapan buat perfilman indonesia,positif
@naffilmsofficial,0,ini film keren parahhh,positif
@saharapvloger2349,0,mohon maaf saya dri malaysia ingin tahu film ini pake bahasa apa ya,netral
@farihahrn,0,gws,netral
@corneliaastrini6742,0,filmnya bagus tapi ya sudahlah,netral
@yhayon,0,damn this is something untold,positif
@warmbreadloaf4997,0,arawiwrwirwr pelakor cancelled,netral
@1985freewilly,0,kalo mau di setarain artinya bersedia berdiri sementara laki duduk gak ada lagi ladys first bersedia ngantri,netral
@willdarby9825,0,does anyone know where i can watch this,netral
@galangaditya6655,0,bahasanya sunda apa jaseng,netral
@anons4200,0,baru tau saya ada bahasa jawa logat ê,netral
@oktafianfauzan4265,0,sumpah keren banget ni film indonesia,positif
@daniartchannel2123,0,paling suka di menit,positif
@akhsinakhsin5106,0,yuni film indonesia terbaik,positif
@orangejuiceman777,0,ada yang tau judul musik di menit pertama,netral
@MBAHPOMO,0,mantap jos,positif
@mursabas9749,0,ini nonton nya di mana sih,netral
@separuhakudosa1954,0,lagu yang paling pertama judulnya apa ya,netral
@rizalmuhamadsyihdi1855,0,warna filmnya mirip kek di film the florida project yang rilis thn,netral
@radityakusuma9282,0,tolong starvision kenapa film ini ga ada di kota saya si padahal saya tinggal di bekasi planet termaju di indonesia saya pengen banget nontonnnn apa mungkin takut buat dikecam warga ya karna penghuni planet sini kurang maju,netral
@muhammadikhsanfadli2322,0,film sampah,negatif
@ItsmeMymore,0,kalo gua boleh jujur gua sebagai orang jaseng aktor harus banyak belajar lagi untuk menguasai bahasa jaseng contoh yang gak enak di dengar seperti kaku ditelinga seharusnya yang dituturkan sapa sapa atau apa apa gitu contoh bukan sape sape atau ape ape itu aja sih terimakasih,negatif
@yputrimr,0,omg gw excited bgt sih,positif
@Mentalista37D,0,reflection beyond emotion yuni the value of freedom of speech press to live young prosper from improving lives to equal discovery potential that over percent of un member nations cannot guarantee historic data prove philosophical behavioral science productive and mutual proportional resource benefits education longevity economic can solve every problem and continuous improve growth individual groups organization industry institution international governments encourage every person you can with the best proven solutions with time money reference city state national data and statistics,netral
@HarisHardiansyah-cb5qm,0,kok kayak beda dari cerita aslinya ya bukannya cerita aslinua orang tuamua masih hidup,netral
@dodi1823,0,aku udah nonton bagus relate bgt sama kehidupan wanita,positif
@roma_dhoni0126,0,judul lagu apa,netral
@lilikdiandito8829,0,emang boleh wong kunu kuh lur,netral
@muhammadakmalfirdaus5256,0,keren bangettttttt,positif
@yakanyakan9079,0,kyk ampas deh,negatif
@DeBuDDi,0,wah kek ya seru,positif
@hansensaputra5111,0,ini sunda apa ngapak yak,netral
@eusticx9803,0,menarik,positif
@tiaranonasution9202,0,ill feel dengan awibanyak yang flopkhususnya kkn di desa penarimamam tuh mbah dok,negatif
@ara1554,0,ost nya udh release belum ya,netral
@agustiansuteja1352,0,wahhh anjay,positif
@ajibabduljabar2360,0,merinding liatnya sedih juga huhu keren sukses terus yuni,positif
@cuandice3686,0,i would wait for this im so extetttt,positif
@baronsleonardo,0,ngapak,netral
@popcorn.people,0,lebih suka film yang rasionya luas gini tanpa black bar,positif
@raffaseptiadika7205,0,akhirnya trailernya rilis juga,positif
@emhanurhaqiqitv,0,akhirnya ada film yang bagus kayak gini,positif
@drunkyu,0,parah ini film keren bgt mengingatkan tentang bahaya nikah dibawah umur mengingatkan bahwa bersyukurlah bila kita seorang perempuan yang bisa sekolah tinggi atau bisa memilih sendiri jalan hidupnya benarbenar kasihan yuni dikhianati oleh seseorang yang sangat ia kagumi yang ia kira akan mendukungnya mencapai impian malah sengaja menghancurkan kasihan si yoga tulus bgt tuh anak laki kasihan perkara lamaran sama aki sampai harus dia hilang keperawanan harusnya kalau tahu gini kan seks edukasi diberikan kebayang kasihan mereka g tahu apa masih kecil lah dipaksa nikah yang sama cinta dan sudah dewasa saja masih ada yang malu ngomongin masalah ranjang apalagi mereka masih sekolah ga tahu apa haduh miris,negatif
@rhendraali4636,0,wong serang lake wedine aje kendor lur,netral
@tiassseh,0,liat trailer ini jadi inget waktu smp suka ke pantai itu sambil bawa jajanan otakotak kalo pulang sekolah cepet wkwk,positif
@ilhamhdht3795,0,jawa serang is the best jaseng mendunia,positif
@hilaholo6822,0,keren sumpah film nya sayang cepet banget turunnya by the way baru tau ternyata bahasa serang sama daerah ku mirip ya,positif
@aburizlbasir2265,0,wong banten kudu nonton film iki,positif
@zakiyahazzahrah5537,0,udah nonton dan emang baguss bngttt,positif
@jalanlurus1129,0,menurut saya ini film sangat gak sesuai sama budaya serang serang bertaqwa serang madani kebablasan dan kebelinger ini namanya,negatif
@adinsamsudin8692,0,racun,negatif
@meongireng1363,0,kite tinggal ning kota serang kayane sing mengkenen wis laka ning daerah kita mah,negatif
@colortheway96,0,kak kalau mau nonton ini dimana selain bioskop penasaran bangeeet,netral
@abdullahfajrin9462,0,gaadaaa videonya,netral
@ackermananna,0,semoga sukses selalu buat filmnya,positif
@aghestvita2994,0,bagus bgt dari trailernya,positif
@selliyamanto1984,0,kereeennnn,positif
@tbfauzan66,0,yuni kien wong serang tah nongmuantep lur sip lah,positif
@dinakamaliya1687,0,yess udh nungguin bgt,positif
@yunikrisnawati4367,0,hadir hahah,netral
@komikfaktap8898,0,trailernya bagus bikin penasaran untuk nonton filmnya,positif
@bambangtriwahyu9331,0,itu pake hijab,netral
@farhanramadhani2862,0,gila sensitif bet,negatif
@abiyudo2565,0,judul ost lagunya apa ya,netral
@MellaSeptiani,0,bakal uji nyali nanti maljum nonton film ini sama temenku wkwk,positif
@sitampan0791,0,ternyata dia memakai bh warna pink dan sempak warna pink,netral
@muhamadsidiq_,0,aurel jkt,netral
@zenova9926,0,ini kaya jawa tapi ada sundanya dah,netral
@evajr1662,0,ga sabar pngn cpt nnton,positif
@Ghiakyo,0,y,netral
@8612fan,0,yg ga suka film ini rata qadrun sih walau gak semuanya,negatif
@ayuseptiasih3041,0,bangga dong jadi wong serang,positif
@ameliasafitri133,0,weh boleh amat ane film bahasa jaseng bangga kite lurr sebagai warga jaseng jawa serang,positif
@jasmynesabiya5570,0,innalilah,netral
@putupurnamasari7178,0,taaahiiiiiiiiiii,negatif
@hikmathabriansyah7564,0,sing penting mah jaseng wkwk,netral
@enditarahmayanti9966,0,sutradaranya suka warna ungu ya,netral
@berlianaedgina4026,0,judul lagunya apa sih,netral
@kimjongun5657,0,ini latarnya indramayu selatan atau daerah banten serang,netral
@deniaffandi2062,0,desa kule kuen nja bagus ngge maen pilem mah gunungsugih,positif
@Jamal-hq5ed,0,endingnya yuni mati,netral
@pupuha,0,btw ini latarnya sunda apa jawa apa campuran saya bingung sama bahasanya ada sunda dan jawa juga,netral
@sarakiapanya7015,0,yuni nama indonesia juga,netral
@sarakiapanya7015,0,semoga menang,positif
@sintiya.mukholif,0,filmnya pake bahasa apa ya guys,netral
@afrilisanurrosifagusverizo5949,0,everyscene ada ungu,netral
@naximbliss8045,0,klk dimasukkan pemeran dan juga permasalahan lakilaki feminis lebih menarik nih,netral
@dwiwahyuni2957,0,nama gua yuni kadang jadi kegeeran kalau bahas ni film,positif
@snwblow,0,it best coming of film in this year i have seen it beautiful fun and make me sad ending,positif
@ananadhifah,0,ga bisa bayangin kalau yang judulnya tergantung juga difilmin,netral
@user-dv2tj8yy6q,0,wah akhir nya di film min keren,positif
@fauziaandriyani2509,0,kampus iti ini sebagai alumni emang pernah denger sih ada yang syuting film horor disana oh ternyata film ini,positif
@abdullahfansuri3673,0,pocong aja bisa dapet pacar,netral
@harisynugraha1027,0,judulnya apa dan nonton dimana,netral
@insanfirdaus6766,0,setannya pocong yaaaa skip ahh,negatif
@didiwahyudi5520,0,wah kampusnya di iti nih syutingnya,positif
@adeputra8460,0,podcast nya bang fajar rjl,netral
@Aisyah_fans_kak_yur,0,baru aja sabtu nonton nangis gw serem anjir,positif
@dheatirza3428,0,dr awal kah,netral
@hardrisk27,0,hantu aja bisa romantis kisah percintaan nya,netral
@sya_official27,0,pngen crta rumah eyang di jadikan filmm lebih seru dan serem kyknya,positif
@LavinaAurora-mf8xl,0,bagus ga guys film nya rencana mau nonton besok,positif
@agumrinaldi3927,0,kok cerita nya beda harus nya kan orang tua mawar ga meniggal kan,netral
@vhyyarach,0,seruuuuu horor abiz ampe iseng semaleman di rumah pas keluar kamar,positif
@massarcasman8480,0,ada kaya mirip suzu honjo nya dikit,netral
@putiya6653,0,padahal mawar berdoanya semoga dapet orang tp ngapa setan yang dateng,netral
@user-cn3xn2rp8r,0,pakek sondtracknya kilms do you see what i see lebih kerasa trilernya,positif
@akbarmaulana811,0,terlalu banyak jumpscare kurang bagus,negatif
@DikiAdipinulungAdikadipnlng,0,awi suryadi dengan geng pocong,netral
@yamadafavboyyy,0,mawar pula namnya jirrr,netral
@TheArashi12,0,keselnya md dan pak manoj itu suka improve hal yang ga mungkin terjadi di dunia nyata alasanya biar filmnya lbh serem kayanya ga ada deh adegan mawar di pocongin terus di tarik gt di podcast aslinya secara logika pun ga akan kejadian bgitu udah sih plek ketiplek aja ga usah di macemin,negatif
@ardysusanto4837,0,ini ambil filmya di kamous iti ni,netral
@NurbaetiBetty-db2nj,0,udah tayank blm di bioskop maklum ketinggalan berita,netral
@uptdsdnmekar6704,0,wah dari mr popo terus ke radit langsung di filmin butuh tahun cok,netral
@pesantren1735,0,setannya ga mainstream baguss tpi konsep pasar setan sesuai judulnya mana,netral
@fikatriw,0,asli keren nih pastii,positif
@darabella-sv9cl,0,gasabar bgt nunggu tgl,positif
@deaaa5270,0,ga sabarr deh nonton nya,positif
@meymeyyy6718,0,emang seserem itu yaa bnyak yang ga berani nonton soalnya wkwk,netral
@syajarah839,0,ajak aja belanda siapa tau mau dimonopoli juga,netral
@MegaReza891,0,kenapa gak angkat cerita nya di gunung lawu kan ada pasar setan juga wkwkwk,netral
@vidielim9965,0,berisik musiknya gak tertarik,negatif
@user-hc4ge8uc4m,0,gak bayangin pasti pusing pas nonton di bioskop,netral
@fikriabdillah4761,0,terinspirasi dari film misteri bondowoso jaman dulu ygy,netral
@user-sw5ts9dt8p,0,filmnya bagus,positif
@user-vs5zo8pl5t,0,kayak nya michelle tadi nama aku tapi aku masih bocil,netral
@sahawijaya3593,0,baru aja sebulan yang lalu liat di you tube penelusuran kampung pasar setanekhh nemu ini filim mau tayang di bioskob terkejut donk tapi asli itu kampungnya di tengah tengah hutan hanya ada rumah,netral
@alipzhaf3919,0,biasa aja,netral
@aguss904,0,gokil nih seru,positif
@sholehgamingv,0,bakalan petcha dan bagus gakya,positif
@valenciaangelsunyoto4147,0,wajib,positif
@reksagumilar4476,0,kukira film ln ternyata film indo,netral
@bayuangin1237,0,film film horor indonesia banyak yang yang norak dan alay,positif
@dinafilaz,0,bagus banget asli filmnya banyak jumpscare tapi asli nyeremin,positif
@erlinasavira9518,0,salfok sama lokasi kampusnya ternyata kampus iti,netral
@fiyananurul6408,0,rumab eyang di jogja dong dijadikan film,netral
@arvidanseven862,0,wah si restu debut,positif
@riskyibrahim8825,0,gw yakin orang pasti ngeklik ni video pasti gegara kepo sm ini,positif
@MANIKSHEIKH-ku5qj,0,im soo exciting,positif
@ikbalimaldn_,0,selamat malam ka maaf apakah ada niatan chanel yt nya di jual,netral
@Veiveiwan,0,gaiss yang penasaran sm film nya baik di denger dlu podcast nya di yutub do you see what i see dengan judul first love memang ga bakal sama alur ceritanya tpi sama serem anjay,netral
@kxntolicious,0,instrumen nya kaya dalam sepi engkau datang memberiku kekuatan tuk bertahan kupercaya sinet ggs,netral
@crystaliadiva.g,0,aku ada jg pasangan gaibtp bkn setan,netral
@yertaprasetyowiratv8357,0,seorang pengusaha berasal dari tanjung balai karimun kepulauan riau yang membeli kaset dvd bajakan merry riana mimpi sejuta dollar di pasar tanjung balai karimunbatam kepulauan riau jangan membeli dvd bajakan film kalau orang yang membeli dvd bajakan film merry riana bakal dibenci oleh yesus,negatif
@MLYD1992,0,kaya nya dr triler ini banyak bumbubumbu kaya cerita di dramatisir ada tambahan ceita kaya nya sih,netral
@rorosari5911,0,disini orang tua nya kok udh meningval duluan,negatif
@selaorange,0,percaya tidak percaya tapi mmng ada manusia yang musyriksyirik karena pocong sudh jelas meninggal dikafani brhubungngn dengan islam,netral
@AbdiSiregar-ce3eq,0,sorry to say trailernya terlalu gelap dan suasana mencekam di dalam trailer ini terlalu ribut,negatif
@pemersatubangsa7475,0,anjir jauh banget cok sama cerita aslinya padahal ortunya masih idup tp di filmnya udah mati wkwkwkwk mungkin pada kesel kali ya sama ortunya mawar jd di buat mati aja di filmnya wkwkwk,negatif
@User36jsdfmfkf,0,harusnya fimya bikim seram biar penonton rasa suasanya,positif
@mertajodda4404,0,bakal nonton siih,positif
@rahmatiqbal370,0,mnto,netral
@arethaanadila4985,0,yg lain excited ini aku lebih penasaran kl yang difilmkan itu yang anaknya ngisahin pendakian bapaknya sama temennya selama hari ke beberapa gunung tapi ini jg bagus ssih,positif
@338yoga,0,sakura,netral
@fajarkusumoadi8868,0,cilegenksss,netral
@siswondo0724,0,kok beda sama podcastnya,netral
@user-qp9jc5yk9o,0,ini d bioskop ya ka,netral
@FiolaCalista,0,gak plek sama kisah aslinya tapi penasaran mo nonton filmnya,netral
@Novabungo-uk5kc,0,klo d podcas orang tua nya masih idup ya,netral
@nurdin8179,0,mohon maaf ini bahasa apa yah,netral
@user-eo7bu2dd6l,0,apakah gak ada lagi selain film horor pake agama islam,netral
@Hoshiorion48,0,tapi lebih epic cerita mbak vey sih filmnya bener dikembangin dan banyakin jump scarenya,negatif
@yanisunda2623,0,agak beda ya bagus deh jadi kita ga espek nanti,netral
@lastuchiha-ec5mn,0,horor lagi,negatif
@nurdin8179,0,mau nnton tapi gak ada translatenya,negatif
@johancassells_,0,gw baru liat trailernya,netral
@ikl_sriwahyuni3137,0,aku harus bilang apa nich,netral
@monarahma7593,0,bukannya kisah asli nya bapak ibu nya blm meninggal,netral
@ininnawainc8228,0,premis film ini apasih masih ga paham,negatif
@iwakalbus3970,0,dihh logat medhoknya ftv banget,negatif
@rxlhr7134,0,dari pov nya mawar kan itu pocong adalah cowok cakep kan kok gak di gambarin si di film cowoknya kayak apa dan siapa yang main,netral
@paruliansiahaan7993,0,a,netral
@qurotulaini5937,0,bagus bangettt kacauu,positif
@dnaproduction4590,0,film frist love nick difilmin,positif
@sugengkm8983,0,filme apik nangin kostum yen peran nganggo jilbab yo terus aja diganti nganggo clono pendek saran u sutradara,positif
@zyklonr8995,0,setelah melihat trailer ini pengen saya rasanya yang jdi sutradaranya jujur yang di podcastnya serem tpi di trailer movienya ini malah kayak horor murahan yang make formula yang sama jdi mainstream,negatif
@ophieariyani2716,0,mb isa krupuk merah di tempat ku ngg ada pdhal suka bngt buat jualan lontong sayur bisa dong order,netral
@WoLf-br8il,0,kyknya inj agak beda ya dr cerita aslinya,netral
@nsarafaaa,0,seru aku nonton ini ampe serius bett,positif
@stanley2297,0,tadi nonton cuma org jir sestudio rupanya emang seburuk itu film ni,negatif
@azaleahandaru,0,auto ajak temen temen,positif
@UserFeed2701,0,ada yang kabur ke jakarta selama tahun,netral
@fahriez5318,0,kapan liris film nya,netral
@adityaofficial0123,0,kejam bangsat ni horror indonesia walaupun kisah nyata ga sepatunya di film kan lh kok gini ga dapet kritikan ya,negatif
@fixraya,0,jujur kurg cocok buat anak,negatif
@user-ds4or9bq4y,0,ini benar ya,netral
@user-xy7fv4ij7w,0,kenapa bisa ada lakilaki sejahat itu itu karena mereka adalah manusia sampah rusak dan cabul gua berkomen di sini sebagai wakil dari rasa kekesalan atas kasus ini jadi semoga komentar gua di baca oleh keluargatemansiapapun yang kenal dengan pelaku kalau bisa pelakunya juga baca gua mau bilang kalian itu manusia sampah dan lebih rendah dari binatang terlepas dari kejadian ini jangan harap kalian bisa dengan tenangnya hidup sekarang ini kalian mau di dalam penjara ataupun di luar kalian akan mati dengan tersiksa,negatif
@arisdanarto8354,0,pelakunya gimana kabarnyaini case lama harusnya hukum itu klo udh menjurus ke pembunuhan ya harus mati hukumannya,netral
@user-hh2bt4eo4i,0,cuma mo nnanyaapa para pmbunuhny mpe skrg belum dapatkah,netral
@IBugis,0,yang itu ngeri banget,negatif
@sharyshary7467,0,sayang banget kmren nonton bioskop mau nonton movie vina tpi blm tayangmalah jdi nonton siksa kubur,netral
@KhusnaIkha,0,nggak sabar nungguin film ini,positif
@diropscsr2989,0,yuk kita buat film ini viral bila penjahatnya ketangkap seluruh rakyat wajib kebiri orang itu tusuk pantanua pakai baja panas,netral
@bagassetiyoo,0,hmmm,netral
@enihsuryani-bp3xp,0,serem ya,negatif
@Abdulfathirgazali,0,semoga egi pelaku pembunuh vina ditangkap,netral
@HananAlfakhri,0,kenapa bisa pelaku atau dalng dari tragedi ini blom ketangkap semoga dengan viralnya film ini kasusnya diangkat lagi,netral
@EVILHUNTER30-bn5nj,0,blila tanggal sebenar riles,netral
@Butter42287,0,ngeri aku nonton ya jam lho,netral
@FLOZMUSIC,0,pelaku yang belum ketangkep ketar ketir,negatif
@eulisroslina8358,0,btw pelaku sebenarnya udah ketangkep,netral
@user-jy4cp8sl6v,0,blklc,netral
@marioyoung6572,0,knp tayang hari sudah hilang,netral
@tubagusrazif1425,0,kok gada sih di bioskop pas mau pesen,netral
@lowstake,0,inspired by possesed nolimit,netral
@yeniaprilia8106,0,dilarang nonton sendirian ini sihbisa spontan teriakteriak,positif
@geagunawan4066,0,uji nyali,netral
@banjirkanalbarat,0,giving possession vibe sm,netral
@HusenRamadhan-ej1pt,0,what a mess,negatif
@amrilnufailsyairazy9673,0,pasti zonk,negatif
@apriliasugiarti5810,0,takut serem,negatif
@dagelanjob3740,0,horor yang bikin gw kecilkan volume njir tp cukup bikin penasaran,netral
@agungsuseno8512,0,ngeriiii tampaknya ini film uji nyali,positif
@Justdance70,0,basi,negatif
@thedevilandme4368,0,plagiat dari film posession pemeran isabelle adjani sam neillheiii kapan mau berkembang film horor lokal kalo plagiat terus ckckckckkreatif dong sutradara,negatif
@seloRF,0,pasti pada pengen ntn darius,negatif
@darsonokidir4949,0,kok yo nganggo mbrangkang kayang ki yoo oppo seee,negatif
@serapuhsenja2353,0,banyak desahannya cuy,negatif
@momoarie8485,0,horror indonesia yang membekas seumur hidup adalah rambut api sembara,positif
@cellyastuti856,0,horor indonesia skrg keren bgus aq suka,positif
@anitanugrahani7311,0,aku udah nonton keren,positif
@dudiiskandar7917,0,sampah trailer ga bermutu,negatif
@user-xe8hh6ti8r,0,kok fibioskop sini gda ya,netral
@ggranciaexex156,0,vina di aeret,netral
@candrahadiyanto2926,0,di perkaos njir,negatif
@hanivaherliana1675,0,sudah di filmkan tapi kenapa si pelaku masih menghirup udara bebas,negatif
@bahtiarmaulana30,0,tapi kok di traiernya gak ada cwoknya vina,netral
@jenomnom5133,0,bukan maksd jahat kalau memang tersangka masih blm dipenjara sampai skrg semoga dia giladan menyesali semua perbuatan dia aamiin semoga tenang disana vina,netral
@daniafrizy1382,0,pembullyan tidak dibenarkan apalagi pembunuhan yang dilakukan para pelaku memang keji namun pelajaran yang kita ambil jg adalah jangan pernah meludahi manusia itu sama saja meludahi wajah tuhan karna pada dasarnya karakter manusia tidak sama apalagi dalam merespon suatu tindakan alfatihah buat almarhumah,positif
@Gens-qe7si,0,ku yang ga tau vina siapa karena ga suka film lokal,netral
@addongsiluman9940,0,bagus bnget cerita film ini,positif
@tiktod2515,0,dengar dengar sampai saat ini pelaku belum ketangkap padahal sdh mengantongi data mereka ada apa kah dengan orang pelaku ini siapakah mereka anak siapa kah ke pelaku ini,negatif
@martharespati5691,0,biasanya kalo kasus pembunuhan kan seringnya pelaku ketangkep kan yah gatau deh ini kok bisa masih ada yang bebas,netral
@tompeliagata,0,tayangin film vina moon dong,netral
@FebriYan-yw4mx,0,kisahnya sudah ditayangkan pelaku pembunuhnya sdh ditangkap n dihukum belum ya,netral
@Gedang628,0,pembunuhnya harus d hukum mati,negatif
@syamsulfat99,0, bagus ,positif
@syamsulfat99,0,yuhuu,positif
@OppoYouday029,0,ini genre horror kah,netral
@user-gq2dl5yo6u,0,semoga film nya nggak suksesamin,negatif
@manaessay,0,ini film horror atau film sedih sih,netral
@arthachanel5862,0,biadab bukan manusia semoga pelaku mendapat balasan yang setimpa,negatif
@FlashTzy72,0,setan nya vina kan ngomong katanya dia ngeludahin pelaku kok di film gak ada yh adegan yang ngeludahin aneh,netral
@diandraarindra9059,0,yg kabur udah ketemu belum kalo belum pasti hidup nya ga tenang,netral
@Gaskeunkuy77,0,ni film campur sedih kesel dan seram nya ada tapi napa lebih kesedih hati ge ter iris banget rasain nya smpe ga sengaja netes air mata,netral
@gheboyiyod6861,0,semoga otak pembunuhan vina nonton ini dan hidupnya gak tenang,netral
@user-sq4ot1td6x,0,klo pelaku blm di tangkap klo aq ortunya aq yang bunuh pelakunya karna sy ibu yang melahirkan,netral
@ryxarkhalyx,0,basi,negatif
@tiutaja372,0,emak di negara konoha suka memanjakan anak cowok bukannya diajarin ngehargai cewek,negatif
@viabookpodcast9304,0,ya allah merindiing aseli,positif
@parameswariprimadita4661,0,polisi ga brrani up ayah pelaku utama petinggi antara isilop atau hahahaha tumbenan ke viralan netijen kalah harusnya di spill aja deh aelah,netral
@nayladpurnama14,0,vina sebelum hari full movie,netral
@AkilaPuspah,0,alfatiha buat almarhum fina dan eki,positif
@stevenahmad1474,0,owh ini dari kejadian nyata ya,netral
@miramulyani7634,0,ya allah ini kapan tayangnya,netral
@ronalsronals3111,0,emng gini lah hidupbocil bocil geng motor yng merasa jagoan hanya karna kalian beramaigw sebagai mantan anak jalanan pengamen udh merantau dari medan sampe jakarta bandunggw sendirian sering di gertak sama geng motor yng seumuran gwgw ambil botol kaca gw pecahin gw suruh maju semua kntolsumpah jijik gw liat anak indog nesialkalian sebagai orng tua tidak usah toloollllol klo tidak bisa urus ank jangan buat ank,negatif
@user-vl3dn2pr7l,0,pernah dcritain di youtube nya bang hirotada teman cerita cerita nya mirip apa emng ini crita nya sama,netral
@PutraZulkasalsabi-sy8zh,0,epic banget ini,positif
@jumadilawal9601,0,gak berani expect tinggi karena pemainnya kurang mendukung film remaja biasanya seputar rebutan pasangan lebay over acting bunting semoga saja film ini beda dalam artian tidak sekadar menjual jumpscare dan kegelapan tata cahaya,negatif
@h4seina,0,trending di twitter langsung cari trailernya berarti kaus ini bukan tidak ditangkep pelakunya ya tapi mungkin pelakunya sudah pada mati semua mungkin sapa yang tau,netral
@AgusSalim-om1jo,0,sungguh laknat itu pelakunya,negatif
@arifsandani9446,0,udah nonton ngeri bgt,positif
@nabilaanwar4652,0,kapan sih ada film nya penasaran bgt,netral
@sitipurwanti6173,0,ambil hikmahnya aja tidak ada perlu disombongkanapalagi meludahidendam itu sangat mengerikan,netral
@SahilaAja895,0,woy lah itu di buli,negatif
@ussechasana4688,0,alfatikhah buat almarhumah,positif
@yukbelajarid3164,0,pelakunya gimana udah dihukum kah,netral
@jualrumahmurahdisurabaya1596,0,polri listyosigit kok gak ketangkep itu yang orang,netral
@numamusik,0,ngeriiiiiiii,positif
@officialykzir,0,wow,positif
@user-jy4cp8sl6v,0,bklc,netral
@user-jy4cp8sl6v,0,bkc,netral
@AjiPranata,0,alur ceritanya bagus nih dilihat dari trailernya share ke kawan kawan ah biar ada temen nonton,positif
@elfaithseven,0,whislist buat nonton sih ini semoga ada barengan,positif
@aalyrioo,0,dilihat dari trailer nya sih ini udh ketebak bakal pecah bgt yang nonton asli keren bgt,positif
@AlizaAzaliaa,0,horornya seru banget cocok buat nonton sama si ayang,positif
@Asennraa,0,gokill bismillah semoga bisa nonton,positif
@azzahranurul4329,0,favorit aku nih film horor ada trailer film horor terbaru agendain nonton,positif
@kakimsentot,0,trailer keren bgt aslii jadi terharu aku buat aku yang suka horor,positif
@ginadavina-oe5mr,0,mau nonton bgttt ini asli dah keren pol,positif
@chikulpranata,0,gak sabar nunggu rilis filmnya di bioskop lihat trailernya udh bikin penasaran aja,positif
@kaasinwel,0,keren bgt asli trailer gokill,positif
@annlsh_,0,baru trailernya udah keren banget penasaran sama hasilnya,positif
@mariaekaas,0,keren amat woy trailer nya sungkem sama semua yang berpartisipasi,positif
@rosmidabanjarnahor2192,0,wow film ini benarbenar buat aku terkejut jalan ceritanya menegangkan dan adegannya seram banget tapi saya suka filmnya seru,positif
@bellarosalinaputri5371,0,vibes nya kerasa dan film nya ga norak ga sabar bgt mau liattt,positif
@Rydho_rbg,0,bagus bgt kek nya nih gass besok nonton dah,positif
@kyrenmargarethatambunan1778,0,saya suka dengan skenario film ini cerita yang kompleks dan twistnya membuat saya terus berpikir dan menebaknebak apa yang akan terjadi selanjutnya,positif
@AbigailChristmer-rs3et,0,aku suka filmnya setiap adegan terasa begitu nyata dan membuat seolaholah berada di dalam film,positif
@kerynvaniatambunan89,0,aktingnya luar biasa banget saya sangat terkesan dengan para aktor dan akstrisnya yang mampu membuat saya merasa terlibta dalam cerita ini,positif
@ptrijju,0,bahhh seru kalii keknyaa filmnyaa dari trailer nya ajaa udaa giniiii,positif
@almunjieeee,0,trailer nya sih gila sihh bagus bgt woilah,positif
@argaaidil29,0,vibes horor nya terasa banget ini baru trailer nya kalau filmnya pasti full bikin merinding,positif
@Febrian.D,0,semoga hari h ada temen buat nonton mau bgttt,positif
@Eva_wln,0,bagus nih cerita horonya mau rekomendasikan ke teman,positif
@Liam_Sal,0,bagus nih trailer nya bikin penasaran kesan horornya juga rekomen bgt buat temen,positif
@AlizaPutri_,0,gak sabar pengen nonton kayanya seru banget,positif
